"Game","Date","Round","Home.Team","Home.Goals","Home.Behinds","Home.Points","Away.Team","Away.Goals","Away.Behinds","Away.Points","Venue","Margin","Season","Round.Type","Round.Number"
14198,2013-04-20,"R4","West Coast",7,23,65,"Carlton",12,17,89,"Subiaco",-24,2013,"Regular",4
14199,2013-04-20,"R4","Gold Coast",9,12,66,"Port Adelaide",16,8,104,"Carrara",-38,2013,"Regular",4
14200,2013-04-21,"R4","Melbourne",22,12,144,"GWS",15,13,103,"M.C.G.",41,2013,"Regular",4
14201,2013-04-21,"R4","Adelaide",12,8,80,"Footscray",4,4,28,"Football Park",52,2013,"Regular",4
14202,2013-04-21,"R4","North Melbourne",18,17,125,"Brisbane Lions",9,8,62,"Docklands",63,2013,"Regular",4
14203,2013-04-25,"R5","Essendon",18,13,121,"Collingwood",10,15,75,"M.C.G.",46,2013,"Regular",5
14204,2013-04-25,"R5","St Kilda",9,9,63,"Sydney",11,13,79,"Wellington",-16,2013,"Regular",5
14205,2013-04-26,"R5","Fremantle",12,9,81,"Richmond",12,8,80,"Subiaco",1,2013,"Regular",5
14206,2013-04-27,"R5","GWS",16,8,104,"Gold Coast",21,22,148,"Manuka Oval",-44,2013,"Regular",5
14207,2013-04-27,"R5","Carlton",17,13,115,"Adelaide",12,11,83,"M.C.G.",32,2013,"Regular",5
14208,2013-04-27,"R5","Footscray",13,8,86,"Geelong",15,17,107,"Docklands",-21,2013,"Regular",5
14209,2013-04-27,"R5","Port Adelaide",12,12,84,"West Coast",10,19,79,"Football Park",5,2013,"Regular",5
14210,2013-04-28,"R5","Brisbane Lions",17,20,122,"Melbourne",14,10,94,"Gabba",28,2013,"Regular",5
14211,2013-04-28,"R5","Hawthorn",14,15,99,"North Melbourne",13,18,96,"M.C.G.",3,2013,"Regular",5
14212,2013-05-03,"R6","Collingwood",15,13,103,"St Kilda",11,11,77,"Docklands",26,2013,"Regular",6
14213,2013-05-04,"R6","Essendon",17,18,120,"GWS",12,9,81,"Docklands",39,2013,"Regular",6
14214,2013-05-04,"R6","North Melbourne",14,9,93,"Port Adelaide",12,11,83,"Bellerive Oval",10,2013,"Regular",6
14215,2013-05-04,"R6","Adelaide",11,12,78,"Hawthorn",13,11,89,"Football Park",-11,2013,"Regular",6
14216,2013-05-04,"R6","Gold Coast",7,12,54,"Fremantle",15,9,99,"Carrara",-45,2013,"Regular",6
14217,2013-05-04,"R6","Richmond",13,9,87,"Geelong",20,11,131,"M.C.G.",-44,2013,"Regular",6
14218,2013-05-05,"R6","Sydney",17,13,115,"Brisbane Lions",8,7,55,"S.C.G.",60,2013,"Regular",6
14219,2013-05-05,"R6","Carlton",18,13,121,"Melbourne",8,12,60,"M.C.G.",61,2013,"Regular",6
14220,2013-05-05,"R6","West Coast",21,11,137,"Footscray",10,7,67,"Subiaco",70,2013,"Regular",6
14221,2013-05-10,"R7","Geelong",17,11,113,"Essendon",11,19,85,"Docklands",28,2013,"Regular",7
14222,2013-05-11,"R7","Port Adelaide",10,13,73,"Richmond",18,6,114,"Football Park",-41,2013,"Regular",7
14223,2013-05-11,"R7","Brisbane Lions",12,10,82,"West Coast",17,6,108,"Gabba",-26,2013,"Regular",7
14224,2013-05-11,"R7","Footscray",15,7,97,"North Melbourne",22,19,151,"Docklands",-54,2013,"Regular",7
14225,2013-05-11,"R7","Fremantle",15,10,100,"Collingwood",10,13,73,"Subiaco",27,2013,"Regular",7
14226,2013-05-11,"R7","Hawthorn",18,11,119,"Sydney",12,10,82,"M.C.G.",37,2013,"Regular",7
14227,2013-05-12,"R7","GWS",7,10,52,"Adelaide",29,13,187,"Sydney Showground",-135,2013,"Regular",7
14228,2013-05-12,"R7","Melbourne",7,12,54,"Gold Coast",16,18,114,"M.C.G.",-60,2013,"Regular",7
14229,2013-05-13,"R7","St Kilda",11,11,77,"Carlton",9,14,68,"Docklands",9,2013,"Regular",7
14230,2013-05-17,"R8","West Coast",12,18,90,"North Melbourne",13,10,88,"Subiaco",2,2013,"Regular",8
14231,2013-05-18,"R8","Essendon",12,14,86,"Brisbane Lions",14,12,96,"Docklands",-10,2013,"Regular",8
14232,2013-05-18,"R8","Hawthorn",21,14,140,"GWS",9,3,57,"York Park",83,2013,"Regular",8
14233,2013-05-18,"R8","Gold Coast",13,15,93,"Footscray",8,13,61,"Carrara",32,2013,"Regular",8
14234,2013-05-18,"R8","Collingwood",15,12,102,"Geelong",14,12,96,"M.C.G.",6,2013,"Regular",8
14235,2013-05-18,"R8","Sydney",11,4,70,"Fremantle",9,16,70,"S.C.G.",0,2013,"Regular",8
14236,2013-05-19,"R8","Carlton",16,13,109,"Port Adelaide",14,7,91,"Docklands",18,2013,"Regular",8
14237,2013-05-19,"R8","Richmond",15,16,106,"Melbourne",11,6,72,"M.C.G.",34,2013,"Regular",8
14238,2013-05-19,"R8","Adelaide",12,15,87,"St Kilda",6,11,47,"Football Park",40,2013,"Regular",8
14239,2013-05-24,"R9","Collingwood",8,7,55,"Sydney",15,12,102,"M.C.G.",-47,2013,"Regular",9
14240,2013-05-25,"R9","Port Adelaide",9,14,68,"Geelong",18,8,116,"Football Park",-48,2013,"Regular",9
14241,2013-05-25,"R9","GWS",8,7,55,"West Coast",23,17,155,"Sydney Showground",-100,2013,"Regular",9
14242,2013-05-25,"R9","St Kilda",15,11,101,"Footscray",17,8,110,"Docklands",-9,2013,"Regular",9
14243,2013-05-25,"R9","Brisbane Lions",12,13,85,"Carlton",13,20,98,"Gabba",-13,2013,"Regular",9
14244,2013-05-25,"R9","Richmond",9,8,62,"Essendon",13,13,91,"M.C.G.",-29,2013,"Regular",9
14245,2013-05-26,"R9","Hawthorn",18,10,118,"Gold Coast",14,8,92,"M.C.G.",26,2013,"Regular",9
14246,2013-05-26,"R9","North Melbourne",19,10,124,"Adelaide",18,17,125,"Docklands",-1,2013,"Regular",9
14247,2013-05-26,"R9","Fremantle",19,16,130,"Melbourne",6,4,40,"Subiaco",90,2013,"Regular",9
14248,2013-05-31,"R10","Brisbane Lions",7,9,51,"Collingwood",14,16,100,"Gabba",-49,2013,"Regular",10
14249,2013-06-01,"R10","Carlton",22,16,148,"GWS",8,6,54,"Docklands",94,2013,"Regular",10
14250,2013-06-01,"R10","Adelaide",8,11,59,"Fremantle",10,6,66,"Football Park",-7,2013,"Regular",10
14251,2013-06-01,"R10","Sydney",17,13,115,"Essendon",10,11,71,"S.C.G.",44,2013,"Regular",10
14252,2013-06-01,"R10","Footscray",10,7,67,"Port Adelaide",8,10,58,"Marrara Oval",9,2013,"Regular",10
14253,2013-06-01,"R10","Geelong",18,15,123,"Gold Coast",10,11,71,"Kardinia Park",52,2013,"Regular",10
14254,2013-06-02,"R10","Melbourne",6,12,48,"Hawthorn",21,17,143,"M.C.G.",-95,2013,"Regular",10
14255,2013-06-02,"R10","North Melbourne",19,19,133,"St Kilda",10,5,65,"Docklands",68,2013,"Regular",10
14256,2013-06-03,"R10","West Coast",8,14,62,"Richmond",16,7,103,"Subiaco",-41,2013,"Regular",10
14257,2013-06-07,"R11","Essendon",11,11,77,"Carlton",10,12,72,"M.C.G.",5,2013,"Regular",11
14258,2013-06-08,"R11","GWS",15,8,98,"Geelong",24,13,157,"Sydney Showground",-59,2013,"Regular",11
14259,2013-06-08,"R11","Adelaide",6,14,50,"Sydney",19,13,127,"Football Park",-77,2013,"Regular",11
14260,2013-06-08,"R11","Gold Coast",9,12,66,"North Melbourne",8,3,51,"Carrara",15,2013,"Regular",11
14261,2013-06-09,"R11","St Kilda",11,14,80,"West Coast",12,12,84,"Docklands",-4,2013,"Regular",11
14262,2013-06-10,"R11","Melbourne",5,9,39,"Collingwood",17,20,122,"M.C.G.",-83,2013,"Regular",11
14263,2013-06-14,"R12","Carlton",13,9,87,"Hawthorn",15,12,102,"Docklands",-15,2013,"Regular",12
14264,2013-06-15,"R12","Richmond",16,14,110,"Adelaide",10,12,72,"M.C.G.",38,2013,"Regular",12
14265,2013-06-15,"R12","Fremantle",12,14,86,"Brisbane Lions",6,10,46,"Subiaco",40,2013,"Regular",12
14266,2013-06-15,"R12","Essendon",17,13,115,"Gold Coast",11,6,72,"Docklands",43,2013,"Regular",12
14267,2013-06-16,"R12","GWS",6,14,50,"Port Adelaide",19,11,125,"Sydney Showground",-75,2013,"Regular",12
14268,2013-06-16,"R12","Collingwood",15,9,99,"Footscray",9,11,65,"Docklands",34,2013,"Regular",12
14269,2013-06-21,"R13","Hawthorn",19,9,123,"West Coast",16,7,103,"Docklands",20,2013,"Regular",13
14270,2013-06-22,"R13","Port Adelaide",10,12,72,"Sydney",8,6,54,"Football Park",18,2013,"Regular",13
14271,2013-06-22,"R13","St Kilda",16,8,104,"Melbourne",10,9,69,"M.C.G.",35,2013,"Regular",13
14272,2013-06-22,"R13","Footscray",8,13,61,"Richmond",17,19,121,"Docklands",-60,2013,"Regular",13
14273,2013-06-23,"R13","Fremantle",10,7,67,"North Melbourne",4,5,29,"Subiaco",38,2013,"Regular",13
14274,2013-06-23,"R13","Brisbane Lions",15,13,103,"Geelong",14,14,98,"Gabba",5,2013,"Regular",13
14275,2013-06-27,"R14","West Coast",13,13,91,"Essendon",15,8,98,"Subiaco",-7,2013,"Regular",14
14276,2013-06-28,"R14","Sydney",8,17,65,"Carlton",5,13,43,"S.C.G.",22,2013,"Regular",14
14277,2013-06-29,"R14","Gold Coast",11,17,83,"Adelaide",16,15,111,"Carrara",-28,2013,"Regular",14
14278,2013-06-29,"R14","Port Adelaide",13,8,86,"Collingwood",7,9,51,"Football Park",35,2013,"Regular",14
14279,2013-06-29,"R14","Melbourne",15,13,103,"Footscray",15,10,100,"M.C.G.",3,2013,"Regular",14
14280,2013-06-29,"R14","Geelong",11,19,85,"Fremantle",7,2,44,"Kardinia Park",41,2013,"Regular",14
14281,2013-06-30,"R14","Hawthorn",21,17,143,"Brisbane Lions",12,13,85,"York Park",58,2013,"Regular",14
14282,2013-06-30,"R14","North Melbourne",19,16,130,"GWS",6,8,44,"Docklands",86,2013,"Regular",14
14283,2013-06-30,"R14","Richmond",17,17,119,"St Kilda",8,7,55,"M.C.G.",64,2013,"Regular",14
14284,2013-07-05,"R15","Carlton",12,5,77,"Collingwood",17,16,118,"M.C.G.",-41,2013,"Regular",15
14285,2013-07-06,"R15","GWS",12,11,83,"Footscray",13,9,87,"Manuka Oval",-4,2013,"Regular",15
14286,2013-07-06,"R15","North Melbourne",19,14,128,"Richmond",8,18,66,"Docklands",62,2013,"Regular",15
14287,2013-07-06,"R15","Brisbane Lions",17,14,116,"Gold Coast",12,11,83,"Gabba",33,2013,"Regular",15
14288,2013-07-06,"R15","Adelaide",9,15,69,"West Coast",11,9,75,"Football Park",-6,2013,"Regular",15
14289,2013-07-06,"R15","Geelong",11,16,82,"Hawthorn",10,12,72,"M.C.G.",10,2013,"Regular",15
14290,2013-07-07,"R15","Melbourne",13,7,85,"Sydney",16,20,116,"M.C.G.",-31,2013,"Regular",15
14291,2013-07-07,"R15","Fremantle",15,10,100,"St Kilda",11,4,70,"Subiaco",30,2013,"Regular",15
14292,2013-07-07,"R15","Essendon",18,10,118,"Port Adelaide",12,16,88,"Docklands",30,2013,"Regular",15
14293,2013-07-12,"R16","Collingwood",17,9,111,"Adelaide",12,12,84,"M.C.G.",27,2013,"Regular",16
14294,2013-07-13,"R16","Port Adelaide",12,7,79,"Hawthorn",19,10,124,"Football Park",-45,2013,"Regular",16
14295,2013-07-13,"R16","Geelong",13,20,98,"Melbourne",4,6,30,"Kardinia Park",68,2013,"Regular",16
14296,2013-07-13,"R16","Richmond",6,17,53,"Gold Coast",6,8,44,"Cazaly's Stadium",9,2013,"Regular",16
14297,2013-07-13,"R16","Carlton",16,14,110,"St Kilda",10,14,74,"Docklands",36,2013,"Regular",16
14298,2013-07-13,"R16","Brisbane Lions",18,9,117,"North Melbourne",17,3,105,"Gabba",12,2013,"Regular",16
14299,2013-07-14,"R16","Sydney",24,27,171,"GWS",5,12,42,"S.C.G.",129,2013,"Regular",16
14300,2013-07-14,"R16","Footscray",14,6,90,"Essendon",18,13,121,"Docklands",-31,2013,"Regular",16
14301,2013-07-14,"R16","West Coast",14,9,93,"Fremantle",19,7,121,"Subiaco",-28,2013,"Regular",16
14302,2013-07-19,"R17","North Melbourne",16,12,108,"Carlton",16,13,109,"Docklands",-1,2013,"Regular",17
14303,2013-07-20,"R17","Hawthorn",13,17,95,"Footscray",11,10,76,"York Park",19,2013,"Regular",17
14304,2013-07-20,"R17","GWS",11,11,77,"Essendon",18,8,116,"Sydney Showground",-39,2013,"Regular",17
14305,2013-07-20,"R17","Gold Coast",13,7,85,"Collingwood",11,12,78,"Carrara",7,2013,"Regular",17
14306,2013-07-20,"R17","Melbourne",11,9,75,"Brisbane Lions",13,16,94,"Marrara Oval",-19,2013,"Regular",17
14307,2013-07-20,"R17","St Kilda",13,14,92,"Port Adelaide",14,13,97,"Docklands",-5,2013,"Regular",17
14308,2013-07-21,"R17","Richmond",12,12,84,"Fremantle",8,9,57,"M.C.G.",27,2013,"Regular",17
14309,2013-07-21,"R17","Adelaide",14,10,94,"Geelong",14,8,92,"Football Park",2,2013,"Regular",17
14310,2013-07-21,"R17","West Coast",11,13,79,"Sydney",17,11,113,"Subiaco",-34,2013,"Regular",17
14311,2013-07-26,"R18","Essendon",13,9,87,"Hawthorn",22,11,143,"Docklands",-56,2013,"Regular",18
14312,2013-07-27,"R18","Gold Coast",11,11,77,"Carlton",16,24,120,"Carrara",-43,2013,"Regular",18
14313,2013-07-27,"R18","Melbourne",4,4,28,"North Melbourne",22,18,150,"Docklands",-122,2013,"Regular",18
14314,2013-07-27,"R18","Collingwood",15,16,106,"GWS",10,6,66,"M.C.G.",40,2013,"Regular",18
14315,2013-07-27,"R18","Fremantle",11,9,75,"Adelaide",7,11,53,"Subiaco",22,2013,"Regular",18
14316,2013-07-27,"R18","Geelong",21,11,137,"St Kilda",5,6,36,"Kardinia Park",101,2013,"Regular",18
14317,2013-07-28,"R18","Port Adelaide",9,17,71,"Brisbane Lions",9,8,62,"Football Park",9,2013,"Regular",18
14318,2013-07-28,"R18","Footscray",16,15,111,"West Coast",13,11,89,"Docklands",22,2013,"Regular",18
14319,2013-07-28,"R18","Sydney",16,14,110,"Richmond",9,9,63,"S.C.G.",47,2013,"Regular",18
14320,2013-08-02,"R19","North Melbourne",15,6,96,"Geelong",13,8,86,"Docklands",10,2013,"Regular",19
14321,2013-08-03,"R19","GWS",19,10,124,"Melbourne",12,15,87,"Sydney Showground",37,2013,"Regular",19
14322,2013-08-03,"R19","Hawthorn",9,12,66,"Richmond",16,11,107,"M.C.G.",-41,2013,"Regular",19
14323,2013-08-03,"R19","West Coast",20,10,130,"Gold Coast",17,11,113,"Subiaco",17,2013,"Regular",19
14324,2013-08-03,"R19","Carlton",12,8,80,"Fremantle",17,14,116,"Docklands",-36,2013,"Regular",19
14325,2013-08-03,"R19","Brisbane Lions",16,12,108,"St Kilda",11,11,77,"Gabba",31,2013,"Regular",19
14326,2013-08-04,"R19","Footscray",15,9,99,"Sydney",21,8,134,"Docklands",-35,2013,"Regular",19
14327,2013-08-04,"R19","Adelaide",15,13,103,"Port Adelaide",17,5,107,"Football Park",-4,2013,"Regular",19
14328,2013-08-04,"R19","Collingwood",20,13,133,"Essendon",7,12,54,"M.C.G.",79,2013,"Regular",19
14329,2013-08-09,"R20","St Kilda",7,14,56,"Hawthorn",14,18,102,"Docklands",-46,2013,"Regular",20
14330,2013-08-10,"R20","Richmond",14,13,97,"Brisbane Lions",11,8,74,"M.C.G.",23,2013,"Regular",20
14331,2013-08-10,"R20","Geelong",20,9,129,"Port Adelaide",16,8,104,"Kardinia Park",25,2013,"Regular",20
14332,2013-08-10,"R20","Carlton",13,11,89,"Footscray",16,21,117,"Docklands",-28,2013,"Regular",20
14333,2013-08-10,"R20","Sydney",10,11,71,"Collingwood",14,16,100,"Stadium Australia",-29,2013,"Regular",20
14334,2013-08-10,"R20","Gold Coast",13,12,90,"Melbourne",10,17,77,"Carrara",13,2013,"Regular",20
14335,2013-08-11,"R20","Essendon",9,13,67,"West Coast",18,12,120,"Docklands",-53,2013,"Regular",20
14336,2013-08-11,"R20","Adelaide",11,13,79,"North Melbourne",10,10,70,"Football Park",9,2013,"Regular",20
14337,2013-08-11,"R20","Fremantle",24,13,157,"GWS",6,8,44,"Subiaco",113,2013,"Regular",20
14338,2013-08-16,"R21","Hawthorn",18,11,119,"Collingwood",12,12,84,"M.C.G.",35,2013,"Regular",21
14339,2013-08-17,"R21","Richmond",14,12,96,"Carlton",16,10,106,"M.C.G.",-10,2013,"Regular",21
14340,2013-08-17,"R21","Port Adelaide",16,17,113,"Gold Coast",14,12,96,"Football Park",17,2013,"Regular",21
14341,2013-08-17,"R21","Essendon",9,16,70,"North Melbourne",17,13,115,"Docklands",-45,2013,"Regular",21
14342,2013-08-17,"R21","West Coast",6,5,41,"Geelong",16,11,107,"Subiaco",-66,2013,"Regular",21
14343,2013-08-17,"R21","Brisbane Lions",18,15,123,"GWS",9,9,63,"Gabba",60,2013,"Regular",21
14344,2013-08-18,"R21","Melbourne",5,8,38,"Fremantle",20,13,133,"M.C.G.",-95,2013,"Regular",21
14345,2013-08-18,"R21","Sydney",18,10,118,"St Kilda",8,11,59,"S.C.G.",59,2013,"Regular",21
14346,2013-08-18,"R21","Footscray",20,11,131,"Adelaide",17,12,114,"Docklands",17,2013,"Regular",21
14347,2013-08-23,"R22","Collingwood",15,11,101,"West Coast",5,9,39,"M.C.G.",62,2013,"Regular",22
14348,2013-08-24,"R22","Adelaide",18,12,120,"Melbourne",7,10,52,"Football Park",68,2013,"Regular",22
14349,2013-08-24,"R22","North Melbourne",15,13,103,"Hawthorn",17,15,117,"Docklands",-14,2013,"Regular",22
14350,2013-08-24,"R22","Geelong",13,14,92,"Sydney",7,6,48,"Kardinia Park",44,2013,"Regular",22
14351,2013-08-24,"R22","Carlton",9,22,76,"Essendon",12,10,82,"M.C.G.",-6,2013,"Regular",22
14352,2013-08-24,"R22","Fremantle",21,8,134,"Port Adelaide",9,6,60,"Subiaco",74,2013,"Regular",22
14353,2013-08-25,"R22","St Kilda",17,14,116,"Gold Coast",10,10,70,"Docklands",46,2013,"Regular",22
14354,2013-08-25,"R22","GWS",6,6,42,"Richmond",25,13,163,"Sydney Showground",-121,2013,"Regular",22
14355,2013-08-25,"R22","Brisbane Lions",15,10,100,"Footscray",13,15,93,"Gabba",7,2013,"Regular",22
14356,2013-08-30,"R23","Sydney",16,4,100,"Hawthorn",17,10,112,"Stadium Australia",-12,2013,"Regular",23
14357,2013-08-31,"R23","St Kilda",16,16,112,"Fremantle",6,5,41,"Docklands",71,2013,"Regular",23
14358,2013-08-31,"R23","Geelong",15,22,112,"Brisbane Lions",17,9,111,"Kardinia Park",1,2013,"Regular",23
14359,2013-08-31,"R23","Port Adelaide",15,13,103,"Carlton",15,14,104,"Football Park",-1,2013,"Regular",23
14360,2013-08-31,"R23","Essendon",9,11,65,"Richmond",15,14,104,"M.C.G.",-39,2013,"Regular",23
14361,2013-08-31,"R23","West Coast",5,13,43,"Adelaide",19,15,129,"Subiaco",-86,2013,"Regular",23
14362,2013-09-01,"R23","Gold Coast",22,14,146,"GWS",9,9,63,"Carrara",83,2013,"Regular",23
14363,2013-09-01,"R23","Collingwood",17,12,114,"North Melbourne",19,11,125,"M.C.G.",-11,2013,"Regular",23
14364,2013-09-01,"R23","Footscray",16,11,107,"Melbourne",13,9,87,"Docklands",20,2013,"Regular",23
14365,2013-09-06,"QF","Hawthorn",15,15,105,"Sydney",7,9,51,"M.C.G.",54,2013,"Finals",24
14366,2013-09-07,"QF","Geelong",9,18,72,"Fremantle",12,15,87,"Kardinia Park",-15,2013,"Finals",24
14367,2013-09-07,"EF","Collingwood",9,9,63,"Port Adelaide",12,15,87,"M.C.G.",-24,2013,"Finals",24
14368,2013-09-08,"EF","Richmond",14,12,96,"Carlton",18,8,116,"M.C.G.",-20,2013,"Finals",24
14369,2013-09-13,"SF","Geelong",13,18,96,"Port Adelaide",12,8,80,"M.C.G.",16,2013,"Finals",25
14370,2013-09-14,"SF","Sydney",13,8,86,"Carlton",8,14,62,"Stadium Australia",24,2013,"Finals",25
14371,2013-09-20,"PF","Hawthorn",14,18,102,"Geelong",15,7,97,"M.C.G.",5,2013,"Finals",26
14372,2013-09-21,"PF","Fremantle",14,15,99,"Sydney",11,8,74,"Subiaco",25,2013,"Finals",26
14373,2013-09-28,"GF","Hawthorn",11,11,77,"Fremantle",8,14,62,"M.C.G.",15,2013,"Finals",27
14374,2014-03-14,"R1","Collingwood",5,16,46,"Fremantle",17,14,116,"Docklands",-70,2014,"Regular",1
14375,2014-03-15,"R1","GWS",15,9,99,"Sydney",9,13,67,"Sydney Showground",32,2014,"Regular",1
14376,2014-03-15,"R1","Gold Coast",12,15,87,"Richmond",10,9,69,"Carrara",18,2014,"Regular",1
14377,2014-03-16,"R1","Carlton",12,15,87,"Port Adelaide",18,12,120,"Docklands",-33,2014,"Regular",1
14378,2014-03-20,"R1","Geelong",18,11,119,"Adelaide",12,9,81,"Kardinia Park",38,2014,"Regular",1
14379,2014-03-21,"R1","North Melbourne",9,6,60,"Essendon",15,9,99,"Docklands",-39,2014,"Regular",1
14380,2014-03-22,"R1","Hawthorn",21,13,139,"Brisbane Lions",13,13,91,"York Park",48,2014,"Regular",1
14381,2014-03-22,"R1","St Kilda",10,8,68,"Melbourne",6,15,51,"Docklands",17,2014,"Regular",1
14382,2014-03-23,"R1","West Coast",21,8,134,"Footscray",11,3,69,"Subiaco",65,2014,"Regular",1
14383,2014-03-27,"R2","Richmond",14,14,98,"Carlton",12,14,86,"M.C.G.",12,2014,"Regular",2
14384,2014-03-28,"R2","Essendon",12,14,86,"Hawthorn",13,12,90,"Docklands",-4,2014,"Regular",2
14385,2014-03-29,"R2","St Kilda",15,5,95,"GWS",13,10,88,"Docklands",7,2014,"Regular",2
14386,2014-03-29,"R2","Port Adelaide",19,13,127,"Adelaide",11,7,73,"Adelaide Oval",54,2014,"Regular",2
14387,2014-03-29,"R2","Sydney",10,9,69,"Collingwood",12,17,89,"Stadium Australia",-20,2014,"Regular",2
14388,2014-03-29,"R2","Fremantle",12,15,87,"Gold Coast",5,9,39,"Subiaco",48,2014,"Regular",2
14389,2014-03-30,"R2","Brisbane Lions",10,8,68,"Geelong",13,15,93,"Gabba",-25,2014,"Regular",2
14390,2014-03-30,"R2","Melbourne",4,6,30,"West Coast",18,15,123,"M.C.G.",-93,2014,"Regular",2
14391,2014-03-30,"R2","Footscray",8,6,54,"North Melbourne",12,11,83,"Docklands",-29,2014,"Regular",2
14392,2014-04-04,"R3","Hawthorn",21,11,137,"Fremantle",11,13,79,"M.C.G.",58,2014,"Regular",3
14393,2014-04-05,"R3","Adelaide",9,17,71,"Sydney",21,8,134,"Adelaide Oval",-63,2014,"Regular",3
14394,2014-04-05,"R3","Footscray",15,10,100,"Richmond",15,8,98,"Docklands",2,2014,"Regular",3
14395,2014-04-05,"R3","Gold Coast",17,12,114,"Brisbane Lions",9,7,61,"Carrara",53,2014,"Regular",3
14396,2014-04-05,"R3","Collingwood",11,10,76,"Geelong",12,15,87,"M.C.G.",-11,2014,"Regular",3
14397,2014-04-05,"R3","West Coast",12,11,83,"St Kilda",8,10,58,"Subiaco",25,2014,"Regular",3
14398,2014-04-06,"R3","GWS",10,19,79,"Melbourne",7,5,47,"Sydney Showground",32,2014,"Regular",3
14399,2014-04-06,"R3","North Melbourne",14,13,97,"Port Adelaide",13,12,90,"Docklands",7,2014,"Regular",3
14400,2014-04-06,"R3","Essendon",21,12,138,"Carlton",8,9,57,"M.C.G.",81,2014,"Regular",3
14401,2014-04-11,"R4","Richmond",10,12,72,"Collingwood",16,14,110,"M.C.G.",-38,2014,"Regular",4
14402,2014-04-12,"R4","Carlton",7,16,58,"Melbourne",12,9,81,"M.C.G.",-23,2014,"Regular",4
14403,2014-04-12,"R4","Port Adelaide",24,15,159,"Brisbane Lions",7,4,46,"Adelaide Oval",113,2014,"Regular",4
14404,2014-04-12,"R4","GWS",12,11,83,"Footscray",17,8,110,"Manuka Oval",-27,2014,"Regular",4
14405,2014-04-12,"R4","Geelong",16,11,107,"West Coast",4,8,32,"Kardinia Park",75,2014,"Regular",4
14406,2014-04-12,"R4","Gold Coast",7,7,49,"Hawthorn",23,10,148,"Carrara",-99,2014,"Regular",4
14407,2014-04-13,"R4","Sydney",6,12,48,"North Melbourne",13,13,91,"S.C.G.",-43,2014,"Regular",4
14408,2014-04-13,"R4","St Kilda",7,8,50,"Adelaide",20,16,136,"Docklands",-86,2014,"Regular",4
14409,2014-04-13,"R4","Fremantle",18,5,113,"Essendon",9,6,60,"Subiaco",53,2014,"Regular",4
14410,2014-04-17,"R5","Brisbane Lions",9,9,63,"Richmond",15,16,106,"Gabba",-43,2014,"Regular",5
14411,2014-04-19,"R5","Collingwood",13,15,93,"North Melbourne",8,10,58,"M.C.G.",35,2014,"Regular",5
14412,2014-04-19,"R5","Sydney",13,14,92,"Fremantle",11,9,75,"S.C.G.",17,2014,"Regular",5
14413,2014-04-19,"R5","Essendon",9,11,65,"St Kilda",11,15,81,"Docklands",-16,2014,"Regular",5
14414,2014-04-19,"R5","West Coast",7,14,56,"Port Adelaide",10,10,70,"Subiaco",-14,2014,"Regular",5
14415,2014-04-20,"R5","Adelaide",21,11,137,"GWS",10,12,72,"Adelaide Oval",65,2014,"Regular",5
14416,2014-04-20,"R5","Melbourne",11,12,78,"Gold Coast",11,20,86,"M.C.G.",-8,2014,"Regular",5
14417,2014-04-20,"R5","Footscray",13,13,91,"Carlton",18,11,119,"Docklands",-28,2014,"Regular",5
14418,2014-04-21,"R5","Geelong",15,16,106,"Hawthorn",12,15,87,"M.C.G.",19,2014,"Regular",5
14419,2014-04-25,"R6","Collingwood",12,11,83,"Essendon",8,12,60,"M.C.G.",23,2014,"Regular",6
14420,2014-04-25,"R6","St Kilda",11,13,79,"Brisbane Lions",12,10,82,"Wellington",-3,2014,"Regular",6
14421,2014-04-25,"R6","Fremantle",8,13,61,"North Melbourne",10,14,74,"Subiaco",-13,2014,"Regular",6
14422,2014-04-26,"R6","Gold Coast",20,14,134,"GWS",13,16,94,"Carrara",40,2014,"Regular",6
